TableNumber,ImageNumber,ObjectNumber,Class,Nuclei_AreaShape_Area,Nuclei_AreaShape_Eccentricity,Nuclei_AreaShape_Solidity,Nuclei_AreaShape_Extent,Nuclei_AreaShape_EulerNumber,Nuclei_AreaShape_Perimeter,Nuclei_AreaShape_FormFactor,Nuclei_AreaShape_MajorAxisLength,Nuclei_AreaShape_MinorAxisLength,Nuclei_AreaShape_Orientation,Nuclei_Zernike_0_0,Nuclei_Zernike_1_1,Nuclei_Zernike_2_0,Nuclei_Zernike_2_2,Nuclei_Zernike_3_1,Nuclei_Zernike_3_3,Nuclei_Zernike_4_0,Nuclei_Zernike_4_2,Nuclei_Zernike_4_4,Nuclei_Zernike_5_1,Nuclei_Zernike_5_3,Nuclei_Zernike_5_5,Nuclei_Zernike_6_0,Nuclei_Zernike_6_2,Nuclei_Zernike_6_4,Nuclei_Zernike_6_6,Nuclei_Zernike_7_1,Nuclei_Zernike_7_3,Nuclei_Zernike_7_5,Nuclei_Zernike_7_7,Nuclei_Zernike_8_0,Nuclei_Zernike_8_2,Nuclei_Zernike_8_4,Nuclei_Zernike_8_6,Nuclei_Zernike_8_8,Nuclei_Zernike_9_1,Nuclei_Zernike_9_3,Nuclei_Zernike_9_5,Nuclei_Zernike_9_7,Nuclei_Zernike_9_9,Nuclei_Intensity_IntegratedIntensity_CorrDAPI,Nuclei_Intensity_MeanIntensity_CorrDAPI,Nuclei_Intensity_StdIntensity_CorrDAPI,Nuclei_Intensity_MinIntensity_CorrDAPI,Nuclei_Intensity_MaxIntensity_CorrDAPI,Nuclei_Intensity_IntegratedIntensityEdge_CorrDAPI,Nuclei_Intensity_MeanIntensityEdge_CorrDAPI,Nuclei_Intensity_StdIntensityEdge_CorrDAPI,Nuclei_Intensity_MinIntensityEdge_CorrDAPI,Nuclei_Intensity_MaxIntensityEdge_CorrDAPI,Nuclei_Intensity_MassDisplacement_CorrDAPI,Nuclei_Intensity_LowerQuartileIntensity_CorrDAPI,Nuclei_Intensity_MedianIntensity_CorrDAPI,Nuclei_Intensity_UpperQuartileIntensity_CorrDAPI,Nuclei_Neighbors_NumberOfNeighbors_10,Nuclei_Neighbors_PercentTouching_10,Nuclei_Neighbors_FirstClosestXVector_10,Nuclei_Neighbors_FirstClosestYVector_10,Nuclei_Neighbors_SecondClosestXVector_10,Nuclei_Neighbors_SecondClosestYVector_10,Nuclei_Neighbors_AngleBetweenNeighbors_10,Nuclei_Neighbors_NumberOfNeighbors_20,Nuclei_Neighbors_PercentTouching_20,Nuclei_Neighbors_FirstClosestXVector_20,Nuclei_Neighbors_FirstClosestYVector_20,Nuclei_Neighbors_SecondClosestXVector_20,Nuclei_Neighbors_SecondClosestYVector_20,Nuclei_Neighbors_AngleBetweenNeighbors_20,Nuclei_Texture_AngularSecondMoment_CorrDAPI_10,Nuclei_Texture_Contrast_CorrDAPI_10,Nuclei_Texture_Correlation_CorrDAPI_10,Nuclei_Texture_Variance_CorrDAPI_10,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_10,Nuclei_Texture_SumAverage_CorrDAPI_10,Nuclei_Texture_SumVariance_CorrDAPI_10,Nuclei_Texture_SumEntropy_CorrDAPI_10,Nuclei_Texture_Entropy_CorrDAPI_10,Nuclei_Texture_DifferenceVariance_CorrDAPI_10,Nuclei_Texture_DifferenceEntropy_CorrDAPI_10,Nuclei_Texture_InfoMeas1_CorrDAPI_10,Nuclei_Texture_InfoMeas2_CorrDAPI_10,Nuclei_Texture_GaborX_CorrDAPI_10,Nuclei_Texture_GaborY_CorrDAPI_10,Nuclei_Texture_AngularSecondMoment_CorrDAPI_3,Nuclei_Texture_Contrast_CorrDAPI_3,Nuclei_Texture_Correlation_CorrDAPI_3,Nuclei_Texture_Variance_CorrDAPI_3,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_3,Nuclei_Texture_SumAverage_CorrDAPI_3,Nuclei_Texture_SumVariance_CorrDAPI_3,Nuclei_Texture_SumEntropy_CorrDAPI_3,Nuclei_Texture_Entropy_CorrDAPI_3,Nuclei_Texture_DifferenceVariance_CorrDAPI_3,Nuclei_Texture_DifferenceEntropy_CorrDAPI_3,Nuclei_Texture_InfoMeas1_CorrDAPI_3,Nuclei_Texture_InfoMeas2_CorrDAPI_3,Nuclei_Texture_GaborX_CorrDAPI_3,Nuclei_Texture_GaborY_CorrDAPI_3
0,677,438,earlyprophase,1130.0,0.457696,0.952782,0.689866,1.0,132.811,0.793055,40.766,36.2454,17.5132,0.806992,0.318128,0.142469,0.0276713,0.146458,0.0301589,0.0632702,0.0156302,0.0105225,0.0198724,0.0558548,0.0111254,0.00816123,0.00809329,0.0113357,0.0122239,0.0178994,0.0244769,0.0339143,0.0150963,0.00923701,0.00598485,0.00791241,0.00528591,0.00147977,0.0154341,0.00466906,0.0138861,0.0145923,0.00508634,253.633,0.224454,0.10563,0.0356285,0.530223,11.7575,0.102239,0.063467,0.0356406,0.278129,4.14992,0.142098,0.232724,0.302512,4.0,94.8718,-31.5495,-11.5983,-5.20681,33.7961,101.426,5.0,100.0,-31.5495,-11.5983,-5.20681,33.7961,101.426,0.0358346,4.91678,0.109686,2.6595,0.430785,8.03699,6.11488,2.24738,3.58178,2.03082,1.6608,-0.0636316,0.458394,20.6717,40.3484,0.0493203,1.38818,0.739638,2.6175,0.619212,7.59704,9.26915,2.44354,3.24273,0.638204,1.13685,-0.234436,0.760295,9.27754,3.84006
5,3600,92,earlyprophase,1049.0,0.485908,0.953636,0.788722,1.0,124.912,0.831483,39.439,34.4701,34.1985,0.891054,0.368448,0.0871362,0.0471166,0.125696,0.0662121,0.0487761,0.0213993,0.0150154,0.0198653,0.0459741,0.0138156,0.0165183,0.00530028,0.0141263,0.0102093,0.023612,0.0186764,0.036024,0.014494,0.00029082,0.0071448,0.00695797,0.00522508,0.00793716,0.0152887,0.0135375,0.00640329,0.0148096,0.00241021,262.518,0.250255,0.122336,0.0397644,0.615202,10.061,0.0914635,0.0672591,0.0397644,0.269006,3.06208,0.160763,0.251759,0.322785,4.0,54.1667,-23.303,-3.3031,-14.119,29.0813,72.171,5.0,72.9167,-23.303,-3.3031,-14.119,29.0813,72.171,0.0417097,4.33239,0.218675,2.32777,0.436805,7.44602,6.71868,2.31706,3.48846,1.79235,1.56549,-0.088028,0.534172,28.3884,36.5406,0.0587833,1.27041,0.770438,2.51653,0.65306,7.22587,9.54919,2.45198,3.15227,0.647938,1.1079,-0.274834,0.798345,0.886548,4.28357
3,3600,258,earlyprophase,981.0,0.632608,0.968411,0.736486,1.0,119.74,0.845621,40.4956,31.3627,-46.31,0.893954,0.354272,0.0868847,0.0452916,0.132075,0.0814347,0.0485483,0.0198406,0.01434,0.0189502,0.0504408,0.0217358,0.0193361,0.00870861,0.00306772,0.00842833,0.0242864,0.0118966,0.0322693,0.0200877,0.0060149,0.00493941,0.00423091,0.00654557,0.00184189,0.0108773,0.0137752,0.00689148,0.0139372,0.0109555,228.158,0.232577,0.113281,0.0418025,0.519778,6.07964,0.0584581,0.0143095,0.0418025,0.109909,2.93599,0.136871,0.237704,0.320691,1.0,33.8028,5.96567,24.612,-5.72299,37.5477,22.2914,3.0,52.8169,5.96567,24.612,-5.72299,37.5477,22.2914,0.0298832,7.74404,-0.133859,3.17445,0.321496,8.35771,5.84184,2.26673,3.68066,2.5102,1.80819,-0.0651112,0.469394,29.5292,23.7296,0.0348538,2.25629,0.645313,3.19778,0.520673,8.03661,10.4655,2.51672,3.54935,0.883588,1.30762,-0.15772,0.675244,5.34023,6.53443
7,3162,573,earlyprophase,1107.0,0.597663,0.97619,0.728289,1.0,124.468,0.883672,42.0793,33.7369,-50.8585,0.843278,0.325831,0.120131,0.0548241,0.153462,0.0649687,0.0660781,0.0213506,0.0105148,0.0101023,0.0445948,0.0276208,0.0187536,0.00395556,0.00728865,0.00719647,0.0216172,0.0231119,0.0323633,0.0162879,0.00666593,0.0115978,0.0117274,0.00377906,0.00293072,0.0231141,0.00982789,0.00581583,0.0144514,0.00882864,206.033,0.186118,0.0689134,0.0412359,0.350706,7.38358,0.0703198,0.0405431,0.0412359,0.193721,3.74369,0.141513,0.202226,0.233778,1.0,37.5,17.9147,23.3972,-34.5825,-44.4445,179.554,3.0,73.6842,17.9147,23.3972,-34.5825,-44.4445,179.554,0.0534159,5.72346,-0.075549,3.02569,0.437867,9.22346,4.92492,2.18091,3.29932,2.51756,1.72933,-0.0752294,0.485316,8.36542,8.48801,0.0642835,2.27052,0.563348,2.7544,0.573941,9.11753,8.06927,2.36914,3.22516,1.10622,1.33928,-0.159373,0.656258,1.05273,3.77014
4,2889,16,earlyprophase,1196.0,0.26136,0.981938,0.786325,1.0,126.811,0.920033,39.7428,38.3614,39.6766,0.998229,0.422173,0.00614129,0.00135441,0.0887283,0.0851408,0.00580474,0.0013099,0.00144459,0.0327216,0.0362973,0.0355433,0.00526408,0.00124603,0.000896551,0.000829584,0.0232355,0.0196855,0.0202991,0.0247033,0.00448263,0.00116617,0.000277932,0.000779999,0.00921087,0.0099024,0.0133619,0.0128834,0.00848918,0.00617169,213.502,0.178513,0.0621751,0.0383044,0.303397,5.9681,0.0547532,0.00879989,0.0383044,0.0758364,6.99036,0.143237,0.189744,0.221651,0.0,0.0,-90.8401,92.0925,-120.55,85.5685,10.0244,0.0,0.0,-90.8401,92.0925,-120.55,85.5685,10.0244,0.0351837,5.59259,0.105954,3.04484,0.370451,10.3037,6.91764,2.28262,3.59544,1.92135,1.67905,-0.0744885,0.495304,18.5832,12.053,0.0474481,2.34198,0.592197,2.83264,0.552261,10.0232,9.14033,2.47402,3.40957,1.07401,1.33351,-0.152491,0.657146,1.94254,1.41812
9,3079,51,earlyprophase,1232.0,0.670495,0.973144,0.805229,1.0,131.983,0.875447,46.1606,34.2472,-0.954472,0.801582,0.353842,0.130009,0.0901402,0.128988,0.00703944,0.047018,0.0169746,0.00554926,0.0177774,0.0581777,0.00512081,0.00282266,0.016865,0.0205546,0.00574754,0.0254421,0.028524,0.00365469,0.00534089,0.00283321,0.0126613,0.00786775,0.00186286,0.00307885,0.01111,0.00378616,0.0249935,0.00315025,0.0020251,255.507,0.207392,0.0873886,0.0394923,0.422974,6.11316,0.0531579,0.00614487,0.0394923,0.0710122,0.275104,0.13991,0.222961,0.272733,0.0,0.0,16.9114,65.2288,-65.8467,-14.9885,117.358,0.0,0.0,16.9114,65.2288,-65.8467,-14.9885,117.358,0.0358075,4.53958,0.265317,3.08009,0.399813,8.85842,7.81162,2.36083,3.55695,1.56135,1.58233,-0.0802836,0.509139,15.6723,26.8325,0.0501185,1.50266,0.741907,2.88823,0.600673,8.50621,10.14,2.48963,3.24923,0.664006,1.15849,-0.241051,0.767948,0.836372,2.66477
1,3377,21,earlyprophase,1270.0,0.678252,0.962851,0.707915,1.0,135.539,0.856051,47.1053,34.6144,-26.9608,0.76225,0.316159,0.154845,0.0868,0.143168,0.0433512,0.0495262,0.0144974,0.0186503,0.0315599,0.0468515,0.0105021,0.00690888,0.020782,0.0178845,0.00451723,0.0203815,0.0317038,0.0301945,0.00433386,0.0106426,0.0120207,0.00192901,0.00670625,0.000747127,0.0133327,0.0093532,0.0154165,0.00540828,0.00196135,338.508,0.266541,0.114039,0.0717131,0.563254,10.2742,0.0901247,0.00738721,0.0717131,0.109412,1.27783,0.180123,0.269587,0.334834,2.0,42.7711,-5.43207,35.5533,9.37354,-42.5248,176.256,3.0,89.1566,-5.43207,35.5533,9.37354,-42.5248,176.256,0.0304659,4.89213,0.256944,3.18751,0.412868,8.24045,8.27252,2.44542,3.75533,1.85906,1.6425,-0.0475564,0.410633,30.2925,59.293,0.0447184,1.73114,0.721259,3.09858,0.587225,7.83695,10.6898,2.5313,3.42875,0.780807,1.2277,-0.203949,0.735589,3.84964,1.74283
3,625,133,earlyprophase,1092.0,0.25404,0.975871,0.776671,1.0,123.397,0.886774,38.0998,36.8499,79.7685,0.917626,0.367651,0.0697354,0.0140198,0.125116,0.0743761,0.0438773,0.0034519,0.0107627,0.0165634,0.0434039,0.0394963,0.020289,0.00537724,0.00281929,0.00551029,0.025587,0.017424,0.0275442,0.016893,0.00558239,0.00558278,0.00739202,0.00421873,0.00525073,0.0135621,0.0135406,0.00485961,0.0091093,0.00562498,267.714,0.245159,0.111972,0.0412036,0.465175,5.55046,0.0523629,0.00676215,0.0412036,0.0681865,2.1948,0.155276,0.268366,0.337174,1.0,24.4898,-15.1365,38.5843,44.3393,32.2853,75.36,3.0,67.3469,-15.1365,38.5843,44.3393,32.2853,75.36,0.0299226,7.59223,0.0626763,4.16621,0.361639,9.74757,8.59925,2.39656,3.76659,2.9108,1.84255,-0.0402765,0.380141,30.6461,20.8661,0.035891,2.66325,0.643414,3.75848,0.519149,9.44319,12.2734,2.53391,3.56128,1.12941,1.39795,-0.164462,0.686977,6.53639,4.47132
3,3009,36,earlyprophase,942.0,0.58617,0.983299,0.747619,1.0,113.397,0.904548,38.5493,31.2322,48.2925,0.89891,0.366726,0.0853675,0.0609123,0.135086,0.0660237,0.0492778,0.0310036,0.00472315,0.0201205,0.0434984,0.0260601,0.0182484,0.00636927,0.00713819,0.00870267,0.0253488,0.023819,0.0285394,0.01377,0.00184339,0.00576794,0.00905786,0.00246556,0.00259125,0.0154435,0.00776391,0.00813678,0.0147491,0.00927949,138.507,0.147035,0.0546068,0.0407587,0.316541,5.17365,0.0538922,0.00741247,0.0407587,0.0731595,1.42973,0.112926,0.148684,0.182323,0.0,0.0,-22.6415,48.3056,-32.2591,-61.8812,127.354,1.0,17.3913,-22.6415,48.3056,-32.2591,-61.8812,127.354,0.0383348,5.6184,-0.156095,2.48537,0.364845,7.96252,4.08377,2.09017,3.4877,1.85995,1.67363,-0.0724004,0.480204,18.3535,12.8611,0.0504776,1.92566,0.547886,2.14199,0.532896,7.69065,6.59255,2.33782,3.24832,0.71935,1.21774,-0.153151,0.645472,2.00714,2.62472
3,29,40,earlyprophase,921.0,0.576156,0.97667,0.73445,1.0,112.811,0.89351,37.9411,31.0108,-75.6747,0.810452,0.287106,0.141304,0.0622213,0.167779,0.0868949,0.0675449,0.0187623,0.0088573,0.0121419,0.045,0.0384802,0.0109815,0.0114442,0.00954208,0.00318021,0.0145174,0.0124777,0.0215733,0.0178691,0.010962,0.0155039,0.00331778,0.00152915,0.0018305,0.0246218,0.0190535,0.0101864,0.0136717,0.00982448,238.875,0.259365,0.131616,0.0410062,0.624949,5.10802,0.0537686,0.00777757,0.0410062,0.0742946,1.91786,0.147155,0.272351,0.350425,1.0,2.18978,41.1165,10.7365,33.7865,45.6001,38.8296,2.0,35.7664,41.1165,10.7365,33.7865,45.6001,38.8296,0.0306203,7.92532,-0.203738,3.32584,0.285662,7.98725,5.21477,2.20766,3.65344,2.13555,1.75601,-0.0796125,0.512937,65.745,48.494,0.0416876,2.22677,0.598745,2.7826,0.51159,7.69888,8.87215,2.45746,3.41846,0.826341,1.28571,-0.162638,0.674208,7.70079,9.78748
5,3279,252,earlyprophase,815.0,0.750539,0.845436,0.567944,1.0,125.154,0.643522,41.7919,27.6172,-33.2663,0.6428,0.284339,0.0939021,0.0783867,0.102043,0.0422258,0.0202226,0.0277354,0.0209658,0.022789,0.0451199,0.00867551,0.0242105,0.0127202,0.0120549,0.00746609,0.0298579,0.0113588,0.0132913,0.00877697,0.00412657,0.0109017,0.00301274,0.00734727,0.00717235,0.0147518,0.00310925,0.00969608,0.00836663,0.00457513,177.354,0.217612,0.0901292,0.0416845,0.399864,11.3831,0.104432,0.0766531,0.0416845,0.258838,2.39813,0.154377,0.233642,0.278663,1.0,44.898,13.0421,-11.7654,-40.8048,-32.1061,99.7496,3.0,76.1905,13.0421,-11.7654,-40.8048,-32.1061,99.7496,0.0329848,7.3706,0.0357155,4.2046,0.412955,9.88406,7.70498,2.39659,3.69138,3.28736,1.82801,-0.0794638,0.520721,14.5171,28.2781,0.0376018,2.37079,0.669236,3.83943,0.519002,9.53652,11.4537,2.55952,3.51848,0.94558,1.33604,-0.173543,0.703034,1.76591,1.25961
7,2881,166,earlyprophase,1270.0,0.53102,0.979183,0.79824,1.0,131.397,0.910453,43.7809,37.0982,-1.5675,0.898762,0.38529,0.0873899,0.0506717,0.116777,0.0364822,0.0522543,0.0268278,0.0127376,0.0185094,0.0621879,0.0101693,0.0197387,0.00548188,0.0034704,0.00710914,0.0275257,0.0155231,0.0290729,0.00799801,0.000380722,0.00741162,0.00330161,0.00657508,0.00244979,0.0107214,0.00901607,0.0155634,0.0138814,0.000653097,229.771,0.180922,0.0621525,0.0398679,0.312326,6.17942,0.0542054,0.00786368,0.0398679,0.0797449,5.95962,0.152188,0.195142,0.223852,4.0,42.3077,-20.0566,-31.9995,38.7965,-13.4886,102.907,9.0,100.0,-20.0566,-31.9995,38.7965,-13.4886,102.907,0.0433611,4.65559,0.151493,2.72334,0.440542,10.0377,6.30202,2.27712,3.49618,1.94021,1.63334,-0.03304,0.333418,10.0479,12.4175,0.0514524,2.56169,0.53304,2.71455,0.552008,9.83693,8.40913,2.38214,3.39814,1.21497,1.38096,-0.10376,0.557286,2.29603,3.71743
8,680,76,earlyprophase,863.0,0.520642,0.980682,0.79247,1.0,107.497,0.921258,35.9262,30.6729,-42.583,0.979925,0.411483,0.0271526,0.0145534,0.100583,0.0771976,0.0234866,0.0115507,0.00381795,0.0248813,0.0426985,0.03013,0.0187996,0.00783303,0.0028742,0.00247658,0.0297092,0.0163062,0.0250512,0.0181959,0.0138089,0.00410928,0.00231211,0.0017829,0.000976709,0.00589016,0.0153087,0.00931897,0.0163002,0.0109012,141.863,0.164383,0.062787,0.0398141,0.314318,4.90601,0.0527528,0.0062912,0.0398141,0.0680551,4.46577,0.120328,0.173576,0.213867,0.0,0.0,-38.8042,78.9164,-83.1794,-84.4898,109.264,0.0,0.0,-38.8042,78.9164,-83.1794,-84.4898,109.264,0.0375016,6.79963,-0.0667896,3.23866,0.33028,9.26716,5.9212,2.2217,3.60048,2.17593,1.73937,-0.0657086,0.46831,24.547,23.2073,0.0479805,1.86911,0.665682,2.82709,0.566307,8.93717,9.31019,2.47065,3.29619,0.799889,1.23809,-0.207609,0.730775,0.708459,2.19222
0,63,46,earlyprophase,1066.0,0.543035,0.941696,0.783824,1.0,133.74,0.737859,40.8046,34.264,-19.8005,0.830549,0.350671,0.113572,0.0561618,0.127854,0.0519495,0.0440656,0.0139159,0.0336675,0.0236955,0.0451889,0.0132735,0.00135655,0.00729639,0.0123487,0.00732632,0.0189433,0.0240882,0.0276262,0.00581916,0.0084124,0.00692057,0.00280789,0.00847151,0.00906809,0.0162949,0.00925466,0.0136665,0.0132048,0.00731844,187.934,0.176298,0.074766,0.0416781,0.345222,6.93493,0.0587706,0.013114,0.0416781,0.109094,1.10658,0.110689,0.188484,0.235153,2.0,49.0323,0.415426,29.4434,-10.1652,-33.2008,163.785,3.0,96.7742,0.415426,29.4434,-10.1652,-33.2008,163.785,0.028816,6.48901,0.0724418,3.22793,0.352161,8.92033,7.48816,2.38137,3.77491,2.20957,1.73525,-0.0342125,0.351686,16.7698,14.1456,0.0367629,2.26195,0.670261,3.38726,0.53084,8.64241,11.4543,2.53392,3.53213,0.925791,1.32211,-0.162545,0.681864,2.55906,2.46342
1,43,131,earlyprophase,942.0,0.471472,0.912791,0.688596,1.0,125.74,0.736941,38.1481,33.642,-19.3172,0.799823,0.324787,0.130022,0.0317594,0.142802,0.0488703,0.0484592,0.00769764,0.0302483,0.0158991,0.0380864,0.0200624,0.00951744,0.0123255,0.0016969,0.00488618,0.025583,0.0263786,0.018444,0.0129229,0.00233585,0.00787601,0.00408753,0.00820041,0.0058226,0.0134608,0.012335,0.0116862,0.00783221,0.00331209,285.126,0.302682,0.119223,0.0676112,0.582738,16.5768,0.150699,0.101125,0.0676112,0.38261,2.93081,0.223353,0.31548,0.390539,1.0,37.8378,-5.17549,-19.987,-54.6536,-17.4813,57.7454,2.0,60.8108,-5.17549,-19.987,-54.6536,-17.4813,57.7454,0.0327062,5.61336,0.119228,3.04307,0.413429,8.93146,6.91797,2.34987,3.657,2.29827,1.72097,-0.0715092,0.487975,12.9863,37.8733,0.0328829,3.12802,0.467812,2.98996,0.46594,8.88889,8.62292,2.46155,3.61403,1.17208,1.43563,-0.0996468,0.5621,5.05658,9.59435
3,107,48,prophase,1287.0,0.430716,0.961883,0.747387,1.0,138.569,0.830258,42.8252,38.6492,47.1955,0.918427,0.37519,0.0694426,0.0277959,0.123184,0.0691128,0.0395549,0.0085341,0.0222991,0.0186326,0.0379648,0.0332356,0.0160428,0.00568712,0.0114932,0.00719907,0.0268765,0.0255032,0.0263014,0.013414,0.00588408,0.00662826,0.00828944,0.00384222,0.010027,0.0108559,0.0107314,0.00872237,0.0181537,0.0116798,341.687,0.265491,0.167781,0.042727,0.651696,8.9717,0.0735385,0.0288253,0.042727,0.150007,1.60392,0.112773,0.226644,0.413884,2.0,53.4161,-22.0939,-29.6176,-39.0031,9.66875,67.2009,3.0,68.9441,-22.0939,-29.6176,-39.0031,9.66875,67.2009,0.0248302,8.69501,0.123045,4.57401,0.345049,8.14399,11.0008,2.52068,3.86781,3.14957,1.87333,-0.0754894,0.513236,39.1282,39.8676,0.0508644,1.31357,0.860706,4.58764,0.616409,7.38402,17.4805,2.59832,3.30516,0.576985,1.10172,-0.339889,0.861699,2.51284,2.20634
5,489,204,prophase,1057.0,0.572514,0.965297,0.772661,1.0,124.326,0.845674,40.7731,33.4297,57.6482,0.888397,0.350972,0.0916826,0.0377108,0.139887,0.0818944,0.0548302,0.0183981,0.00752977,0.009976,0.0358858,0.0346014,0.0216344,0.00666207,0.00739375,0.0118467,0.0287159,0.0223995,0.0233887,0.0110771,0.00237952,0.00713109,0.00316695,0.0041628,0.00312684,0.0136399,0.0120299,0.0135214,0.0152383,0.00676704,319.326,0.302106,0.208096,0.044685,0.853385,6.31405,0.0579271,0.0150243,0.044685,0.121929,1.95392,0.0976407,0.275284,0.463152,4.0,72.6027,-1.2959,30.4466,-34.2051,-17.6783,114.894,5.0,100.0,-1.2959,30.4466,-34.2051,-17.6783,114.894,0.0306112,9.50147,-0.0929829,4.33674,0.2989,7.27859,7.88426,2.38483,3.73436,3.02213,1.89143,-0.0575608,0.44669,69.0901,40.7418,0.0538938,1.66596,0.789563,3.9603,0.584262,6.7158,14.1674,2.51314,3.31887,0.724463,1.20282,-0.256996,0.790108,3.51189,3.99243
2,3039,194,prophase,972.0,0.363004,0.950147,0.793469,1.0,122.669,0.798646,36.913,34.3951,-81.5356,0.946726,0.380179,0.0462577,0.0320244,0.116152,0.0946967,0.0254272,0.0155119,0.00754269,0.0228222,0.0289618,0.0417802,0.00870278,0.00564494,0.00776481,0.00968536,0.0226355,0.0252823,0.0264246,0.0185624,0.000723962,0.00395079,0.00869983,0.00239421,0.00668883,0.0138158,0.0111303,0.00569953,0.0113205,0.00464092,244.573,0.251618,0.1604,0.0413982,0.655875,5.98592,0.0549167,0.00701973,0.0413982,0.0744335,3.91735,0.118096,0.211106,0.373191,1.0,16.1972,31.682,-21.5928,-45.0878,-19.1153,122.749,3.0,73.9437,31.682,-21.5928,-45.0878,-19.1153,122.749,0.0252519,10.7528,-0.184205,4.53622,0.265869,7.46228,7.40749,2.31881,3.8081,3.12174,1.91841,-0.09261,0.556644,80.974,18.3748,0.0375488,2.30565,0.7233,4.18479,0.545648,7.05998,14.3586,2.5519,3.55257,1.01493,1.34424,-0.191892,0.72776,2.95616,2.80484
7,2922,460,prophase,971.0,0.509536,0.966169,0.730075,1.0,117.397,0.870458,38.0221,32.7161,13.4762,0.851196,0.355894,0.116846,0.0509075,0.13498,0.0224215,0.0632284,0.0208057,0.0116853,0.0122782,0.0588692,0.0163051,0.0175016,0.0026019,0.00549658,0.00568311,0.026513,0.0249727,0.0218998,0.00786545,0.0056952,0.0100592,0.00790435,0.00783908,0.00210225,0.0158842,0.00353771,0.0145722,0.0141122,0.000540307,240.026,0.247195,0.13326,0.0452835,0.555171,6.46874,0.0646874,0.0218949,0.0452835,0.139194,4.15475,0.121564,0.255331,0.354051,4.0,92.2535,-11.2274,-24.5744,28.0487,8.74682,131.874,6.0,100.0,-11.2274,-24.5744,28.0487,8.74682,131.874,0.0251127,8.00157,0.0422581,4.10367,0.297514,8.38836,8.68722,2.43991,3.852,2.38706,1.80338,-0.0721782,0.501103,30.2504,47.7213,0.0318525,2.15589,0.724182,3.94675,0.522626,7.99654,13.4723,2.61096,3.57653,0.825143,1.27914,-0.200679,0.741559,1.75629,0.891365
5,524,36,prophase,748.0,0.527497,0.96144,0.730469,1.0,102.326,0.880426,33.6274,28.5684,41.3089,0.898369,0.36769,0.0861532,0.041212,0.129131,0.0601642,0.0504994,0.0177562,0.012819,0.0150127,0.0512727,0.0349649,0.0205745,0.000590015,0.00292595,0.00899528,0.0287458,0.0165553,0.0264757,0.0116743,0.00520302,0.00774989,0.000437855,0.00505811,0.00626536,0.0107598,0.0126627,0.00854543,0.0133387,0.00494225,228.232,0.305122,0.18548,0.0416448,0.72216,6.14519,0.0706343,0.0422483,0.0416448,0.246738,3.79032,0.125901,0.313852,0.44622,1.0,37.0968,27.5042,15.8902,-8.44366,-40.99,131.656,2.0,76.6129,27.5042,15.8902,-8.44366,-40.99,131.656,0.0275895,6.35068,0.269835,4.54361,0.367959,8.11991,10.9517,2.5399,3.74275,2.34162,1.74734,-0.098339,0.568982,49.2078,97.2431,0.0352714,2.61503,0.691676,4.33673,0.52885,7.93712,14.3166,2.60963,3.58552,1.15805,1.3922,-0.204388,0.74736,4.4908,2.40803
1,3215,1,prophase,1007.0,0.487681,0.960878,0.777606,1.0,123.154,0.820948,38.4651,33.5809,61.9479,0.941526,0.381545,0.0567302,0.0296072,0.121392,0.0944751,0.0394066,0.0185465,0.0157611,0.0167377,0.0335835,0.0241363,0.0210255,0.00745255,0.0103367,0.00303833,0.028603,0.0213127,0.0296285,0.0192536,0.00670596,0.000769356,0.00622963,0.00199727,0.00507837,0.0122603,0.0136081,0.00728183,0.014334,0.00768459,276.454,0.274532,0.142057,0.0719964,0.693109,10.9989,0.102793,0.0113695,0.0719964,0.146841,2.68506,0.147144,0.248,0.376648,1.0,20.8333,30.508,-38.5076,50.4545,10.9683,63.8764,1.0,39.5833,30.508,-38.5076,50.4545,10.9683,63.8764,0.0274036,6.41385,0.131884,4.02249,0.385251,6.83231,8.3488,2.38681,3.72886,2.46904,1.76542,-0.0655886,0.474831,22.1301,60.2783,0.0405074,1.74777,0.739682,3.3581,0.551851,6.67857,11.6802,2.5009,3.40454,0.670435,1.18361,-0.217407,0.751119,1.0314,2.58146
3,2881,174,prophase,934.0,0.410645,0.979036,0.762449,1.0,113.154,0.900683,36.195,33.0025,-41.2919,0.968923,0.402542,0.0325167,0.0227934,0.104827,0.0782628,0.0226756,0.0136717,0.00659327,0.0263406,0.0401993,0.0391622,0.0129313,0.00518788,0.00234458,0.00454189,0.0251155,0.0202991,0.0245973,0.0208945,0.00596741,0.00100143,0.00730352,0.0017504,0.00678624,0.0111379,0.0106156,0.00526463,0.0122052,0.00618936,228.112,0.244231,0.140679,0.0437799,0.573263,5.32601,0.0549073,0.00698488,0.0437799,0.074341,0.530876,0.11192,0.23392,0.360715,0.0,0.0,0.663267,-60.2733,-37.6479,-50.219,37.4884,0.0,0.0,0.663267,-60.2733,-37.6479,-50.219,37.4884,0.0220442,9.16162,-0.0068364,4.65251,0.350194,8.17508,9.03669,2.47324,3.94433,3.55891,1.91912,-0.0462422,0.413077,53.3612,58.1983,0.0311047,2.29639,0.719034,4.10904,0.521715,7.72771,14.0488,2.61502,3.62615,0.913636,1.31789,-0.190038,0.730226,5.64969,12.0953
